VideoName,VideoNumber,Plays,Tags,
Kamerleden op bezoek bij de Nederlandse industrie,74176,19,industrie en productie,
Plaatwellerij Velsen,74332,27,industrie en productie,
Zoutwinning in ons land en haar toepassingen,74438,23,industrie en productie,
Fabricageproces van kleurpotloden,74462,25,industrie en productie,
Begrafenis D.W. Stork,74513,22,industrie en productie,
Opening gasbuizenfabriek,77321,11,industrie en productie,
Amerikaanse gezant bezoekt de Fokker-fabrieken,77364,20,industrie en productie,
Officiële opening der Zevenmijls,77390,10,industrie en productie,
Hervatting textielarbeid,77423,13,industrie en productie,
Opening Ford-fabrieken,77464,25,industrie en productie,
Het omhooghijsen van een accumulator van duizend kilogram,77496,7,industrie en productie,
Drukte in de speelgoedindustrie,77532,25,industrie en productie,
40 jaar Brons motoren,77655,27,industrie en productie,
Vakbeurs voor goederentransport,77770,12,industrie en productie,
Eemshaven officieel geopend,77796,5,industrie en productie,
Patates frites bakkerij,77828,18,industrie en productie,
Brand bij Sikkens,77858,27,industrie en productie,
Opening ketelfabriek,77890,11,industrie en productie,
Opening veevoederfabriek,77922,21,industrie en productie,
Opening fabriek voor geprefabriceerde woningen,77952,16,industrie en productie,
Overslagbedrijf in Amsterdam,77990,17,industrie en productie,
Synthetische rubberfabriek,78018,23,industrie en productie,
Het loog er niet om,78050,15,industrie en productie,
Industrie-vakbeurs,78099,8,industrie en productie,
Wereldnieuws: Nederlandse globe industrie legt haar kaarten op tafel,78141,23,industrie en productie,
Het bezoek van de kamerleden aan de Nederlandse Industrieën,78331,15,industrie en productie,
Oud papier voor nieuw,78357,17,industrie en productie;recycling,
Fabricage van autobanden,78385,24,industrie en productie,
Minister van den Brink opent nieuwe chemische fabrieken,78462,10,industrie en productie,
Doortrekking van het Twente-Rijnkanaal naar Almelo,79392,28,industrie en productie,
Transport van fractioneerkolom van Breda naar Pernis,79416,17,industrie en productie,
Nieuwe machine voor het vervaardigen van betonnen bouwelementen,79439,16,industrie en productie,
Gieterij van scheepsschroeven,79490,29,industrie en productie,
Een nationale industrie: sigarenfabricatie,79514,18,industrie en productie,
Nieuw laboratorium voor olie-onderzoek in Rijswijk,141259,8,industrie en productie;Wetenschap en onderzoek,
Najaarszwemfeest van de Delftse reddingsbrigade,638026,1,zwemmen;examen,
Zwemproeven voor kinderen,638118,4,zwemmen;examen,
Zwemmen,654402,1,zwemmen,
Waterkamp voor jongens,654559,0,zwemmen,
Zwemwedstrijden,654607,0,zwemmen;wedstrijd,
Stay'in alive in Jo'burg,84215,27,urban;city;soccer;zuid afrika;south africa;world cup;voetbal;johanesburg,
California Dreaming,82707,28,economie;economy;california;crisis;alternatives,
De strijd tegen de internationale valsemunterij,647725,1,economie;geld;geld;geld,
BP352 New York; man met camera op wolkenkrabber in aanbouw,104841,21,new york;Celluloid Remix;EYE;Found Footage;Remix contest;camera;wolkenkrabber;Bits and Pieces collectie,
Landdag van de internationale vrouwenbond,85115,9,vrouwen,
Kijkjes op de damesbeurs,85154,16,vrouwen,
Judo voor huisvrouwen,85446,28,vrouwen,
"Straatdoop" van vrouwelijke agenten,85565,20,vrouwen,
Een vrouw als edelsmid; mozaïken van kralen,85628,11,vrouwen,
Op stap met de vrouwelijke politie,85658,27,vrouwen,
Driekwart miljoen handtekeningen voor HM de koningin,86010,9,vrouwen,
Inspectie van het Vrouwelijke Hulpcorps,86042,15,vrouwen,
Korps Vrouwelijke Vrijwilligers,86068,14,vrouwen,
Moederdag,86102,13,vrouwen,
Het vrouwelijk brandweerkorps geeft een demonstratie,86130,16,vrouwen,
Stille omgang door zesduizend vrouwen,86192,20,vrouwen,
Interview with Nan Hoover by Willem van Weelden,92553,22,video art;artist;interview;media art,
Peter Bogers: The Unified Field,96213,16,media art;mediakunst;sound;science;wetenschap,
FIN-180912-3681a_hd,165783,3,Prinsjesdag;Miljoenennota;Persconferentie;2013;Jan Kees de Jager;Ministerie van Financiën;Rijksoverheid,
FIN-180912-3684_hd,165880,5,Prinsjesdag;Miljoenennota;Jan Kees de Jager;Ministerie van Financiën;Rijksoverheid;Tweede Kamer;Gerdi Verbeet;Prinsjesdag 2012;Miljoenennota 2013;koffertje;begroting,
Interview Dhr. A. de Vree,92922,6,oral history,
Interview met Mevr. A. van Beek,92973,13,oral history,
Kleindierententoonstelling in de Jaarbeurs,94792,10,huisdieren,
Hondenkennels voor honden in vakantietijd,94841,6,huisdieren;vakantie,
Asiel aan de Spaarndammerweg,94877,4,huisdieren,
In de RAI lieten kinderen hun troeteldieren zien tijdens een drukbezochte tentoonstelling,94902,6,huisdieren,
Industrie van dierenvoedsel groeit gestaag,94931,8,huisdieren,
Marmottenfilmpje,94971,14,huisdieren,
Honden- en kattenkerkhof,95031,17,huisdieren,
Hondenwandeltocht,95057,11,huisdieren,
Van een hond; een kat en een papegaai,95085,14,huisdieren,
Internationale kattententoonstelling,95120,18,huisdieren,
Vijftigste Winnertentoonstelling Cynophilia,95169,8,huisdieren,
Een mooie collectie jonge witte poedels,95226,13,huisdieren,
Zangwedstrijd van zeshonderd kanaries,95257,23,huisdieren,
De aap als huisdier,95315,21,huisdieren,
Tentoonstelling Veer En Pels,95365,7,huisdieren,
Wereld dierendag in Amsterdam: keuring van honden en hun bazen,95392,11,huisdieren,
Internationale kanarieshow,95422,16,huisdieren,
Dierendag,95477,11,huisdieren,
Internationale hondententoonstelling,95448,10,huisdieren,
Opening van een nieuw dierentehuis in Zeist,95512,15,huisdieren,
Beste verzorgde hond,95544,8,huisdieren,
Hondenshow in de Houtrusthallen,95610,13,huisdieren,
Verkiezing leukste huisdier in Assen,95585,9,huisdieren,
Dierendag,95744,11,huisdieren,
Kinderen met hun huisdieren,95777,17,huisdieren,
Python jongt in gevangenschap,95804,11,huisdieren,
Het leven van zwerfkatten,95847,18,huisdieren;poezenboot,
Kattententoonstelling,95712,13,huisdieren,
Als het dierendag is,95196,15,huisdieren,
Tentoonstelling van raskonijnen,95288,18,huisdieren,
100 jaar Maatschappij voor Diergeneeskunde,95655,10,huisdieren,
St. Bernardshonden,119801,17,huisdieren;Hilversum,
Hondenreunie in het Vondelpark,613779,4,huisdieren;Vondelpark,
Spelende poesjes,637704,4,huisdieren,
Blender Foundation: Elephants Dream,92614,19,animation;open source,
Bezoek aan Nederlandse Dokmaatschappij,97433,19,scheepvaart;NDSM,
Brand bij de Nederlandse Scheepsbouwmaatschappij,97461,18,scheepvaart;NDSM,
Tewaterlating van een zandzuiger,97497,21,scheepvaart;NDSM,
Tewaterlating Johan van Oldenbarnevelt,97527,23,scheepvaart;NDSM,
Tewaterlating Kota Pinang,97553,18,scheepvaart;NDSM,
Tewaterlating van de Bloemfontein,97610,23,scheepvaart;NDSM,
Tewaterlating van de Rotula,97640,14,scheepvaart;NDSM,
Tewaterlating van het motortankschip Marisa,97716,17,scheepvaart;NDSM,
Het plaatsen van de schoorsteen op het MS "Oranje",97742,23,scheepvaart;NDSM,
Tewaterlating van de "Jacob van Heemskerck",97785,22,scheepvaart;NDSM,
Nederland gaat op de walvisvangst,97810,21,scheepvaart;NDSM,
De bouw van het MS "Bougainville"voor Noorwegen voltooid,97867,17,scheepvaart;NDSM,
Nederland bouwt schepen voor Noorwegen,97919,20,scheepvaart;NDSM,
Tewaterlating van de supertankboot "Kirkouk",97944,18,scheepvaart;NDSM,
De "Oranje" krijgt een fikse rammeling,97969,21,scheepvaart;NDSM,
Tewaterlating Zweedse tanker,98032,19,scheepvaart;NDSM,
Tewaterlating tanker,98060,21,scheepvaart;NDSM,
Tewaterlating tanker,98086,23,scheepvaart;NDSM,
Tanker "Melania",98168,23,scheepvaart;NDSM,
Verwoestingen te Amsterdam,98222,23,scheepvaart;NDSM,
Tewaterlating halve tanker,98144,22,scheepvaart;NDSM,
Tewaterlating van supertanker "Borgholm" in Amsterdam,97996,21,scheepvaart;NDSM,
Binnenschippers blokkeren Neerlands waterwegen,105882,20,scheepvaart,
Vervaardiging grootste scheepsschroeven ter wereld,105918,22,scheepvaart,
Eemshaven officieel geopend,105955,12,scheepvaart,
Brandblusboot,105982,19,scheepvaart,
Het 100-jarig bestaan van de werf Fijenoord,108462,15,scheepvaart,
Nieuw havenkantoor,108491,11,scheepvaart,
Zeeschip door het Winschoterdiep,108675,14,scheepvaart,
Eerste sleep door nieuwe sluis,111841,10,scheepvaart,
Vertrek deelnemers aan de vakantiecursus van de binnenvaart,111875,17,scheepvaart,
Eerste boot van de Harwich - Hoek van Holland dienst,111978,13,scheepvaart,
Amsterdam krijgt nieuwe sleepboten,112017,16,scheepvaart,
'Magna Pete' tewatergelaten,112660,18,scheepvaart,
Nationale Koopvaardijweek 1948,112845,10,scheepvaart,
Zweedse houtboot in IJmuiden aan de grond gezet,112877,15,scheepvaart,
De kringloop van staal in de scheepsbouw,112954,14,scheepvaart;recycling,
Akkoord over Schelde-Rijn verbinding,113067,14,scheepvaart,
Nieuw opleidingsschip voor de binnenvaart,113021,15,scheepvaart,
Bananenboot Wan Chun wordt gesloopt,648815,1,scheepvaart,
Kruger and Ward,99540,12,vaudeville,
Treloar and Miss Marshall; prize winners at the Physical Culture Show in Madison Square Garden,99513,17,vaudeville,
Kawana Trio,99467,21,vaudeville,
Fight of nations,99026,19,vaudeville,
Arabian gun twirler,99165,22,vaudeville,
Expert bag punching,99246,11,vaudeville,
Gordon Sisters boxing,99277,18,vaudeville,
Japanese acrobats,99311,19,vaudeville,
Latina; contortionist,99384,23,vaudeville,
Latina; dislocation act,99411,14,vaudeville,
Sandow,99442,17,vaudeville,
Three jumping Tommies,99578,15,vaudeville,
Toto Brothers,99645,21,vaudeville,
Turkish dance; Ella Lola,99815,22,vaudeville,
The society raffles,115413,16,vaudeville,
Bicycle trick riding; no.2,115452,1,vaudeville,
Three acrobats,115485,18,vaudeville,
Spirit of '76,115524,17,vaudeville,
GLAMcamp Amsterdam - Lightning Talks 11,102902,1,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 10 (part 2),102939,2,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 10 (part 1),102929,2,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 9,102892,4,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 8,102866,6,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 7,102828,2,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 6,102819,3,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 5,102806,4,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 4,102795,2,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 3,102767,3,GLAMwiki,
GLAMcamp Amsterdam - Public Workshop 1,102514,1,GLAMwiki,
GLAMcamp Amsterdam - Plenary Session 1,102535,5,GLAMwiki,
GLAMcamp Amsterdam - Public Workshop 3,102588,3,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 1,102717,3,GLAMwiki,
GLAMcamp Amsterdam - Lightning Talks 2,102743,2,GLAMwiki,
Wikipedia; endangered species and a dead pigeon - Andy Mabbet,108787,0,GLAMwiki;wikimedia;wikipedia;wiki;coventry,
BP114_boksers touwtjespringen in tuin; close-ups,105690,19,Celluloid Remix;EYE;Found Footage;Remix contest;bokser,
BP382_worsteling op dakrand; verklede mannen,106159,22,Celluloid Remix;EYE;Found Footage;Remix contest;Fou,
BP185_Vlaamse wielertour,106055,16,Celluloid Remix;EYE;Found Footage;Remix contest;wielrennen,
BP125_ridders op paarden; lichtgevende heilige vrouw op berg,106011,19,Celluloid Remix;EYE;Found Footage;Remix contest,
BP26_boeren op land; hooien; picknick,105741,21,Celluloid Remix;EYE;Found Footage;Remix contest,
BP374_helicopter testvlucht opvliegveld en in hangar,105716,18,Celluloid Remix;EYE;Found Footage;Remix contest;helicopter,
BP130_Mannen op straat met wandelstokken; dronken,105663,16,Celluloid Remix;EYE;Found Footage;Remix contest,
BP121_man en vrouw drinken thee; eten koekjes; flirten,105653,15,Celluloid Remix;EYE;Found Footage;Remix contest;flirt,
BP84_straatbeelden; lopende mannen,105613,16,Celluloid Remix;EYE;Found Footage;Remix contest;straatbeeld,
BP83_close-ups man; vrouw; jongens; meisje; roken; lachen; hoed,105601,20,Celluloid Remix;EYE;Found Footage;Remix contest,
BP191_Vrouw en man vechten met krokodillen,105576,20,Celluloid Remix;EYE;Found Footage;Remix contest;krokodil,
BP213_Vrouw modelleert sieraden,105550,16,Celluloid Remix;EYE;Found Footage;Remix contest;juwelen,
BP113_salon; man luistert anderen af; kijkt triest; denkt na,105522,13,Celluloid Remix;EYE;Found Footage;Remix contest,
BP23_Schipbreuk; eiland; gevecht op strand; inboorlinge,105492,13,Celluloid Remix;EYE;Found Footage;Remix contest;schipbreuk,
BP22_Wilde Westen; man vastgebonden; telegram office,105465,15,Celluloid Remix;EYE;Found Footage;Remix contest;western,
BP8_Strand; man met ossen; vrouw voor uitzicht rotsen in zee,105410,20,Celluloid Remix;EYE;Found Footage;Remix contest;Bits and Pieces collectie,
BP300_Spiegelingen van winkelend publiek,105359,15,Celluloid Remix;EYE;Found Footage;Remix contest;spiegeling;Bits and Pieces collectie,
BP235_Man stuurt baby's mee met ooievaar,105334,18,Celluloid Remix;EYE;Found Footage;Remix contest;baby;fiets;Bits and Pieces collectie,
BP360_Achtervolging bootje; groot reclamebord,105306,18,Celluloid Remix;EYE;Found Footage;Remix contest;bootje;Bits and Pieces collectie,
BP361_Tuinman met tuinslang op toneel,105280,14,Celluloid Remix;EYE;Found Footage;Remix contest;toneel;Bits and Pieces collectie,
BP311_Romeinse (?) hofdames; kroning,105252,20,Celluloid Remix;EYE;Found Footage;Remix contest;Bits and Pieces collectie,
BP181_Drietal aan tafel; man verleidt vrouw,105227,21,Celluloid Remix;EYE;Found Footage;Remix contest;flirt;Bits and Pieces collectie,
BP152_worsteling man vrouw bij deur; arrestatie,105118,12,Celluloid Remix;EYE;Found Footage;Remix contest;Bits and Pieces collectie,
BP353_dienstbode bezorgt brief; man in chaisse longue,105089,14,Celluloid Remix;EYE;Found Footage;Remix contest;brief;Bits and Pieces collectie,
BP315_straatbeelden van Asheville (VS); natuur; zwembad,105057,16,Celluloid Remix;EYE;Found Footage;Remix contest;straatbeeld;Bits and Pieces collectie,
BP168_Liefdesscene man vrouw binnen,105012,20,Celluloid Remix;EYE;Found Footage;Remix contest;Bits and Pieces collectie,
BP80_Stel kijkt fotoalbum; oude vrouw leest krant,104989,17,Celluloid Remix;EYE;Found Footage;Remix contest;interieur;Bits and Pieces collectie,
BP188_Sportvissen op meer,104976,17,Celluloid Remix;EYE;Found Footage;Remix contest;vissen;boot;Bits and Pieces collectie,
BP92_Man bespiedt blote vrouwen door verrekijker,104943,22,Celluloid Remix;EYE;Found Footage;Remi;bespieden;Bits and Pieces collectie;point of view,
BP364 Mannen achter cameras,104922,17,Celluloid Remix;EYE;Found Footage;Remix contest;camera;Bits and Pieces collectie;filmen,
BP348 Man en albatros in duinpan,104897,14,Celluloid Remix;EYE;Found Footage;Remix contest;vogel,
BP342_Portrettekenaar tekent een man,104865,10,Celluloid Remix;EYE;Found Footage;Remix contest;tekenen;portret;Bits and Pieces collectie,
BP118 Vrouw op bank; omhelzing; schiet man dood,104812,15,Celluloid Remix;EYE;Found Footage;Remix contest;moord;Bits and Pieces collectie,
BP261_Stel in luxe auto en aan tafel in lunchroom American,104783,16,Celluloid Remix;EYE;Found Footage;Remix contest;restaurant;eten,
BP52 Man dresseert kip,104760,19,Celluloid Remix;EYE;Found Footage;Remix contest;kip;dressuur,
BP398 Man aan kaarttafel,104732,16,Celluloid Remix;EYE;Found Footage;Remix contest;kaartspel,
BP350_vrouw danst verleidelijk op strand,109874,21,Celluloid Remix;EYE;Found Footage;Remix contest;Bits and Pieces collectie,
BP241_man bokst met kangaroo,109986,21,Celluloid Remix;EYE;Found Footage;Remix contest;Bits and Pieces collectie,
BP417_acrobaten met wiel op fiets,110090,19,Celluloid Remix;EYE;Found Footage;Remix contest;fiets;Bits and Pieces collectie;acrobaat,
Hoe de wereld veranderde - Een Celluloid Remix door Habbekrats,110178,16,Celluloid Remix;EYE;Found Footage;Habbekrats,
Examen voor detailhandelaren in vis,638070,3,vissen;examen;handel,
Visvijver met forellen,649125,1,vissen;vissport,
Visafslag,653133,1,vissen;handel,
Ondergrondse zee-aquarium in Bergen aan Zee,654904,1,vissen;dieren;aquarium,
Visserij tentoonstelling,654930,0,vissen;dieren;aquarium,
Modern nijlpaardenhuis aquarium in Artis,654939,0,vissen;dieren;Artis;aquarium,
Vak-examen voor koks en kelners in Utrecht,638153,3,eten;beroepen;examen,
BP186_walvissen villen,110482,19,whale,
The boxing cats (Prof. Welton's),115581,19,Edison,
Officiële opening van het herstellingsschip "Wilhelmina",115725,12,Gezondheid en zorg,
Demonstratie snelverband,115703,10,Gezondheid en zorg,
Demonstratie invalidenauto's,116696,15,Gezondheid en zorg;demonstratie,
Jan van Zutphen vertelt over zijn levenswerk tgv zijn 90ste verjaardag,116750,14,Gezondheid en zorg,
Kinderniercentrum geopend,117045,11,Gezondheid en zorg,
Verhuizing bejaarden uit Roeterstraat naar Flevohuis,117078,7,Gezondheid en zorg,
Vakantie voor nierpatiënten,117118,10,Gezondheid en zorg;vakantie,
Rode Kruis collecte,117147,8,Gezondheid en zorg,
"Voorkomen is beter dan genezen",118768,13,Gezondheid en zorg,
Tewaterlating van polikliniekschip voor Nieuw-Guinea,118796,9,Gezondheid en zorg,
Opening van het tweede Zonnestraal paviljoen,119755,12,Gezondheid en zorg;Hilversum,
Uit het leven van verpleegsters en oud-verpleegsters,119866,19,Gezondheid en zorg;Hilversum,
Opening arbeidskolonies,119999,12,Gezondheid en zorg;Hilversum,
Het gereedmaken van de ambulance voor Finland; leider dr. Meihuizen,124047,12,Gezondheid en zorg,
Stichting Nederlandse Studenten Sanatorium te Laren dankt West-Indische schenkers,127701,14,Gezondheid en zorg,
Röntgenologisch onderzoek van de bevolking van Boekel,127764,9,Gezondheid en zorg,
Strijd tegen griep: onderzoek in de virus laboratoria van de Leidse Universiteit,127787,12,Gezondheid en zorg,
Medisch-historische tentoonstelling in Amsterdam,127822,11,Gezondheid en zorg,
Delftse studenten gaan op baby's passen,127845,11,Gezondheid en zorg,
TBC-onderzoek in Den Haag loopt op rolletjes,131096,14,Gezondheid en zorg,
Hoe werkt een ijzeren long,131142,16,Gezondheid en zorg,
Bouwloterij "Joodse Invalide",131257,12,Gezondheid en zorg,
Europa maakt front tegen de reumatiek,131285,9,Gezondheid en zorg,
De bloedgroeperingsdienst in het Nederlandse leger in werking,131425,5,Gezondheid en zorg,
De 150.000ste donor meldt zich bij Bloedtransfusiedienst,131665,9,Gezondheid en zorg,
Rode Kruis-boottochten voor invaliden,131732,7,Gezondheid en zorg,
Un Amour Fou,119088,12,Celluloid Remix II Eye filminstituut,
Saved from the cutting room floor,118903,13,celluloidremix2;celluloid remix inzending,
Het VARA familiefeest,119650,10,Hilversum,
Kerkbrand,119673,17,Hilversum,
Opening VARA gebouw,119777,12,Hilversum,
Helpt Djemila,119925,7,Hilversum,
Call me darling / Bel me darling,124475,12,celluloid remix inzending;Celluloid Remix II Eye filminstituut celluloid remix inzending;Eye Film Institute Netherlands,
EYE de souffle,124290,5,celluloid remix inzending;Celluloid Remix II Eye filminstituut,
Mannen!,124128,13,mannen en vrouwen;liefde en haat;liefde verdriet en haat,
Nederland heeft 13 miljoen inwoners,638788,3,Nederland;bevolking;CBS,
